10592	14	4	5.64
12	6658	6	10.7
21929	14	5	19.46
388	206	5	22.53
350	21	18	67.64
15850	795	8	132.36
2644	762	3	29.04
14892	106	4	27.4
19589	14	5	17.39
8405	1162	5	69.82
11081	14	11	43.8
101	1254	14	22.77
102	2638	7	14.11
309	1744	5	41.08
2250	103	7	23.25
115	171	10	12.39
2185	767	12	147.27
25872	14	5	22.3
905	16	6	20.09
12	1713	17	20.64
216	314	3	9.66
101	14249	3	9.88
3657	5225	5	76.66
804	40940	3	48.88
4554	12	14	38.06
141	6462	4	32.47
7598	14	10	26.41
950	2792	3	30.45
410	615	4	25.21
23458	106	5	43.82
1344	395	3	21.46
33053	14	3	12.18
1071	1948	5	53.45
853	19863	4	60.46
101	10498	3	8.11
102	11366	8	43.78
15077	111	3	21.93
102	9752	3	8.76
3365	114	3	13.34
113	2433	23	185.84
2758	105	3	7.39
102	16326	3	12.13
138	230	6	14.55
1016	101	15	20.66
12488	3827	3	48.73
1588	1164	14	177.12
35	16331	9	101.63
107	1078	12	43.24
4695	264	5	49.5
105	612	5	4.66
405	125	4	9.61
101	26627	4	23.09
5087	13020	3	50.53
332	17	4	6.27
198	659	6	33.4
108	16949	3	20.39
3083	185	3	20.99
420	794	3	18.62
1234	176	5	30
102	720	11	8.15
153	1125	19	152.19
1197	6334	3	36.76
13022	14	13	71.7
6952	1458	9	139.37
723	16	3	5.26
3367	12	6	4.03
659	122	3	7.44
1690	9835	4	58.55
1002	117	63	550.48
2624	1555	15	218.37
314	110	6	6.73
188	3615	4	31.69
103	2448	18	97.99
2	3108	3	6.94
32133	14	4	17.19
1333	6544	3	37.78
12	7873	6	12.73
317	44543	3	48.29
383	102	22	20.53
12	2918	9	9.58
993	4888	6	77.06
3157	539	3	28.1
217	3182	4	32.55
22508	3891	4	74.23
101	6480	3	5.39
13760	101	3	9.88
342	12405	4	49.05
491	4053	3	29.05
425	235	3	11.91
8249	101	3	6.82
968	150	8	46.18
13	21296	5	65.14
22038	14	6	27.48
491	1688	4	34.08
1675	217	5	36.47
813	14	173	784.71
12	4746	7	9.83
2909	106	5	18.86
2146	8311	3	42.42
221	238	3	8.08
8	13308	3	22.13
12	502	24	4.52
1812	2988	7	94.01
5952	320	8	95.48
1639	710	3	25.61
114	513	5	10
6783	101	3	5.6
532	6558	4	45.8
3924	877	4	45.15
1873	102	6	7.26
289	5027	3	27.53
10411	101	3	8.11
134	2913	8	62.35
2902	4309	6	89.19
107	510	8	13.11
108	1374	4	9.28
106	125	34	31.53
10066	112	9	81.58
4252	1916	3	37.27
1850	14	12	5.73
15699	149	6	69.6
28647	12	4	19.34
2204	115	6	31.58
133	129	36	132.99
2096	710	3	27.17
105	5156	4	16.79
536	1742	3	24.45
956	796	6	54.49
107	6348	3	13.08
136	784	11	63.78
8	152	11	9.16
58	7672	5	34.53
13	9503	11	137.75
31449	14	4	17.19
2753	6536	3	42.16
2308	5133	8	123.33
2123	2620	3	35.03
30493	1167	5	92.38
707	1314	14	158.29
16396	1613	7	122.34
24333	3913	3	54.6
161	1852	7	50.23
1966	36088	3	54.22
536	2699	3	27.12
7288	14	15	54.06
769	459	7	56.16
7	3548	7	32.66
2749	111	3	11.21
19247	107	4	31.17
767	3551	5	56.6
1278	2997	15	216.79
2715	212	7	62.59
104	9286	3	14.18
1037	116	6	22.68
259	20327	3	36.4
167	269	3	6.25
716	58	16	70.93
21373	12	3	9.02
198	6738	4	37.72
48983	14	3	16.55
559	573	3	18.33
439	36153	4	66.81
2758	362	5	47.33
113	567	18	81.73
2419	23714	3	50.44
931	9469	4	53.17
741	486	4	27.59
2037	22909	3	49.38
4433	14	34	162.49
1586	109	3	6.64
